	human	fungi	other_eukaryotes	bacteria	other	unclassified	dataset_short_name	sample_name	dataset_batch
652	88.86833796062658	0.2293223512018041	0.9831101712590322	1.9883773330485768	5.245705019933789	2.68514716393022	decruyenaere	RNA020083_S100	decruyenaere
1424	69.51869946504384	1.0125116438839046	3.197586772247881	13.301252964409093	5.115758831226559	7.854190323188718	moufarrej	SRR17333377	moufarrej_site_1
2139	94.367776091074	0.0327007194158271	0.7823672120786657	0.7179157941474713	3.164569620531652	0.9346705627523806	toden	SRRISOLATE_3229	toden
271	95.2239097648968	0.0273697048573808	0.381487643217736	0.3216835591461879	3.245126146202313	0.8004231816795891	chalasani	X13022	chalasani
355	93.68024516600656	0.0566013867339749	0.2278555824617703	4.773616953615364	0.4525610877466498	0.8091198234356741	chen	SRR14506679	chen
672	89.21537103666236	0.4801136150539947	0.8381110497140871	2.60369498958612	4.499646203121914	2.363063105861527	decruyenaere	RNA020118_S124	decruyenaere
1440	69.60767401918505	0.0595501488753721	0.8024520061300153	0.3695509238773097	2.999357498393746	26.161415403538506	moufarrej	SRR17333393	moufarrej_site_1
2034	94.399047599992	0.0452189919766301	0.872516456911903	1.495278016767042	1.8757378098801496	1.3122011244722782	toden	SRRISOLATE_1817	toden
306	95.2254830335144	0.0171033671776001	0.1310347427855756	0.5414609117023642	3.293573013618761	0.7913449312012957	chalasani	X14865	chalasani
483	93.70632210910466	0.0593194459974918	0.287120158733422	1.9422480315019848	1.766796855216927	2.238193399445516	chen	SRR14506807	chen
611	89.44021565175642	1.2527006481555574	0.6336520764983596	3.559454269024566	1.3208670080819396	3.793110346483157	decruyenaere	RNA020019_S48	decruyenaere
1416	70.24567147402885	0.4069024414146484	2.157362944177665	20.587373524241144	3.196369178215069	3.4063204379226275	moufarrej	SRR17333369	moufarrej_site_1
2155	94.41330417610752	0.0483564555868208	0.511768321070863	0.9737299929540594	2.909288390000065	1.1435526642806817	toden	SRRISOLATE_3353	toden
95	95.28133871450407	0.0339693143860046	0.2071588982079838	0.3985193692491434	3.4748991030483416	0.6041146006044381	chalasani	X10774	chalasani
365	93.7917408239573	0.0885136753628435	0.4200148923008605	2.6782637917558265	1.508633083811449	1.5128337328117194	chen	SRR14506689	chen
728	89.65119372946934	0.4462731713953051	1.122709867923547	2.0191572874113257	4.176702769964511	2.5839631738359787	decruyenaere	RNA020181_S184	decruyenaere
1192	70.52521103992696	1.1532132619525124	1.851121287894811	18.106508224844585	3.929695191494704	4.43425099388643	moufarrej	SRR17333124	moufarrej_site_1
2049	94.4331031171702	0.024505268632756	0.635386608120746	2.0624934360887592	1.2394164745420264	1.6050950954455208	toden	SRRISOLATE_1914	toden
201	95.28245973129172	0.0299754684126283	0.2370739323142374	0.3638003434317239	3.122908344886925	0.9637821796627734	chalasani	X12945	chalasani
450	93.91464859773328	0.1383529316439285	0.3367161941802639	1.3372935087559377	2.941164554910719	1.3318242127758702	chen	SRR14506774	chen
654	89.67450111130955	0.1905459398807299	1.3324708990976957	2.0321731992058	3.6175714472236766	3.1527374032825533	decruyenaere	RNA020085_S102	decruyenaere
1419	70.99163164852924	0.2946623758197844	2.6451610967660644	5.652887421271694	7.057846429550041	13.35781102806318	moufarrej	SRR17333372	moufarrej_site_1
1950	94.52692704486364	0.0268542832581796	0.6441027343861346	0.5756418148694716	2.893911578896834	1.3325625437257242	toden	SRRISOLATE_11190	toden
163	95.2919922176585	0.0243863738739937	0.181300443320849	0.4195201741336181	2.8306297115485988	1.252171079464437	chalasani	X12903	chalasani
418	93.9267483773612	0.1343511419847068	0.5875049937924472	2.6706227002929523	1.2578106913908769	1.422962095177809	chen	SRR14506742	chen
623	89.86221348657394	1.7490635018279843	0.521388167864484	3.895182223289172	1.2263249761186714	2.7458276443257463	decruyenaere	RNA020032_S60	decruyenaere
1132	71.19763479053917	0.2260509042036168	2.6979107916431664	2.9710118840475364	6.553926215704863	16.353465413861656	moufarrej	SRR17333064	moufarrej_site_1
2024	94.57036008655083	0.036321338786537	0.7704526409265443	1.68293872650182	1.674633847385339	1.2652933598489111	toden	SRRISOLATE_17942	toden
268	95.38842057391074	0.0249695827413525	0.3732106627809142	0.456630603479437	3.0418796814763125	0.7148888956112497	chalasani	X13019	chalasani
357	93.9943377055607	0.0416521659126274	0.1959601899298763	4.9380067763523705	0.4334225379719746	0.3966206242724621	chen	SRR14506681	chen
727	90.0641075330227	0.3748732877277508	0.8961752022520402	1.896370740479764	3.3105472119799426	3.4579260245377967	decruyenaere	RNA020180_S183	decruyenaere
1230	71.21071963950521	0.2979622164508744	2.3804475983515325	3.471842345536167	7.41720410536832	15.221824094787886	moufarrej	SRR17333183	moufarrej_site_1
2117	94.5860246858512	0.0468554118000629	0.4536023910761693	1.1117284046307347	3.125460990744431	0.6763281158973862	toden	SRRISOLATE_2558	toden
326	95.41237825346644	0.0131566233225987	0.1532937688375823	0.4900705708172992	3.422578185008328	0.5085225985477491	chalasani	X14914	chalasani
473	94.04711413027384	0.126185118688799	0.1262855046225212	3.740881820157596	1.0861758028741495	0.8733576233830963	chen	SRR14506797	chen
643	90.07961494354336	0.5433361056944764	1.2040016024014015	1.5189805046164064	4.108179098864265	2.5458877448800923	decruyenaere	RNA020070_S90	decruyenaere
1219	71.3302959885947	0.1585679974677125	2.817919833901148	1.246841516512124	9.909424719705688	14.536949943818623	moufarrej	SRR17333151	moufarrej_site_1
